hgnc_id	gene_symbol	ncbi_gene_id	ensembl_gene_id	ucsc_id	refseq_accession	ensembl_transcript_id	uniprot_id
23847	ZBTB4	57659	ENSG00000174282	uc002ghd.5	NM_020899	ENST00000380599	Q9P1Z0
23836	ZBTB5	9925	ENSG00000168795	uc003zzx.4	NM_014872	ENST00000307750	O15062
16764	ZBTB6	10773	ENSG00000186130	uc004bnh.5	NM_006626	ENST00000373659	Q15916
18078	ZBTB7A	51341	ENSG00000178951	uc002lzi.4	NM_015898	ENST00000322357	O95365
18668	ZBTB7B	51043	ENSG00000160685	uc031ppr.2	NM_015872	ENST00000535420	O15156
31700	ZBTB7C	201501	ENSG00000184828	uc010dnw.4	NM_001039360	ENST00000590800	A1YPR0
55846	ZBTB7C-AS1	105372104	ENSG00000286583		XR_001753437		
24918	ZBTB7C-AS2	84322	ENSG00000280197	uc060ozi.1	NR_172886		
24172	ZBTB8A	653121	ENSG00000160062	uc001bvn.4	NM_144621	ENST00000373510	Q96BR9
37057	ZBTB8B	728116	ENSG00000273274	uc001bvl.5	NM_001145720	ENST00000609129	Q8NAP8
24094	ZBTB8OS	339487	ENSG00000176261	uc001bvp.4	NM_178547	ENST00000468695	Q8IWT0
19043	ZBTB8OSP1	729566	ENSG00000183432		NG_032855		
30326	ZBTB8OSP2	729898	ENSG00000172799		NG_028934		
28323	ZBTB9	221504	ENSG00000213588	uc003oeq.4	NM_152735	ENST00000395064	Q96C00
30953	ZBTB10	65986	ENSG00000205189	uc064nyh.1	NM_023929	ENST00000455036	Q96DT7
16740	ZBTB11	27107	ENSG00000066422	uc003dve.5	NM_014415	ENST00000312938	O95625
48573	ZBTB11-AS1	100009676	ENSG00000256628		NR_024407		
19066	ZBTB12	221527	ENSG00000204366	uc003nyd.2	NM_181842	ENST00000375527	Q9Y330
37702	ZBTB12BP	100499252	ENSG00000180610		NG_023432		
12860	ZBTB14	7541	ENSG00000198081	uc021ugn.2	NM_003409	ENST00000651870	O43829
12930	ZBTB16	7704	ENSG00000109906	uc001pop.4	NM_006006	ENST00000335953	Q05516
12936	ZBTB17	7709	ENSG00000116809	uc001axl.5	NM_003443	ENST00000375743	Q13105
13030	ZBTB18	10472	ENSG00000179456	uc001iad.6	NM_205768	ENST00000358704	Q99592
13503	ZBTB20	26137	ENSG00000181722	uc003ebn.5	NM_015642	ENST00000675478	Q9HC78
40640	ZBTB20-AS1	100131117	ENSG00000241560	uc003ebo.3	NR_038993		
42421	ZBTB20-AS2	100506673	ENSG00000241295	uc062mrj.1			
42422	ZBTB20-AS3	104413890	ENSG00000239946	uc062mrl.1	NR_126422		
42423	ZBTB20-AS4	100874131	ENSG00000242767	uc062mrn.1	NR_046877		
52841	ZBTB20-AS5	101929754	ENSG00000242290		NR_121661		
13083	ZBTB21	49854	ENSG00000173276	uc002zab.5	NM_020727	ENST00000310826	Q9ULJ3
13085	ZBTB22	9278	ENSG00000236104	uc011jax.3	NM_001145338	ENST00000431845	O15209
21143	ZBTB24	9841	ENSG00000112365	uc003ptl.2	NM_014797	ENST00000230122	O43167
55872	ZBTB24-DT	105377935	ENSG00000223537		NR_187591		
13112	ZBTB25	7597	ENSG00000089775	uc001xhf.4	NM_006977	ENST00000608382	P24278
23383	ZBTB26	57684	ENSG00000171448	uc004bnk.4	NM_020924	ENST00000373656	Q9HCK0
16763	ZBTB32	27033	ENSG00000011590	uc060xgt.1	NM_014383	ENST00000392197	Q9Y2Y4
16682	ZBTB33	10009	ENSG00000177485	uc004esn.2	NM_006777	ENST00000557385	Q86T24
31446	ZBTB34	403341	ENSG00000177125	uc064vtp.1	NM_001099270	ENST00000319119	Q8NCN2
28365	ZBTB37	84614	ENSG00000185278	uc021pfb.2	NM_032522	ENST00000367701	Q5TC79
26636	ZBTB38	253461	ENSG00000177311	uc062olr.1	NM_001080412	ENST00000321464	Q8NAP3
29014	ZBTB39	9880	ENSG00000166860	uc001sml.3	NM_014830	ENST00000300101	O15060
29045	ZBTB40	9923	ENSG00000184677	uc001bft.2	NM_014870	ENST00000375647	Q9NUA8
41493	ZBTB40-IT1	100874345	ENSG00000237200	uc057ddu.1			
24819	ZBTB41	360023	ENSG00000177888	uc001gtx.2	NM_194314	ENST00000367405	Q5SVQ8
32550	ZBTB42	100128927	ENSG00000179627	uc021sem.3	NM_001137601	ENST00000342537	B2RXF5
17908	ZBTB43	23099	ENSG00000169155	uc010mxf.4	NM_001135776	ENST00000373464	O43298
25001	ZBTB44	29068	ENSG00000196323	uc001qgb.5	NM_014155	ENST00000357899	Q8NCP5
54265	ZBTB44-DT	646383	ENSG00000175773		NR_148980		
23715	ZBTB45	84878	ENSG00000119574	uc002qtf.4	NM_032792	ENST00000594051	Q96K62
49227	ZBTB45P1	645129	ENSG00000225108		NG_011684		
49228	ZBTB45P2	729248	ENSG00000226065		NG_021578		
16094	ZBTB46	140685	ENSG00000130584	uc061ypq.1	NM_025224	ENST00000245663	Q86UZ6
40753	ZBTB46-AS1	101928604	ENSG00000231208		NR_110081		
40752	ZBTB46-AS2	122152329	ENSG00000229299		NR_186425		
26955	ZBTB47	92999	ENSG00000114853	uc003clu.3	NM_145166	ENST00000232974	Q9UFB7
41174	ZBTB47-AS1	101928323	ENSG00000230084		NR_125400		
4930	ZBTB48	3104	ENSG00000204859	uc001anx.5	NM_005341	ENST00000377674	P10074
19883	ZBTB49	166793	ENSG00000168826	uc003ghu.4	NM_145291	ENST00000337872	Q6ZSB9
24277	ZC2HC1A	51101	ENSG00000104427	uc003ybd.4	NM_016010	ENST00000263849	Q96GY0
21174	ZC2HC1B	153918	ENSG00000118491	uc010khk.4	NM_001013623	ENST00000237275	Q5TFG8
20354	ZC2HC1C	79696	ENSG00000119703	uc001xrh.5	NM_001042430	ENST00000524913	Q53FD0
28972	ZC3H3	23144	ENSG00000014164	uc003yyd.3	NM_015117	ENST00000262577	Q8IXZ2
17808	ZC3H4	23211	ENSG00000130749	uc002pga.5	NM_015168	ENST00000253048	Q9UPT8
24762	ZC3H6	376940	ENSG00000188177	uc002thq.2	NM_198581	ENST00000409871	P61129
30959	ZC3H7A	29066	ENSG00000122299	uc002dbl.4	NM_014153	ENST00000355758	Q8IWR0
30869	ZC3H7B	23264	ENSG00000100403	uc003azw.5	NM_017590	ENST00000352645	Q9UGR2
30941	ZC3H8	84524	ENSG00000144161	uc061mze.1	NM_032494	ENST00000409573	Q8N5P1
25893	ZC3H10	84872	ENSG00000135482	uc001sjp.2	NM_032786	ENST00000257940	Q96K80
29093	ZC3H11A	9877	ENSG00000058673	uc001had.4	NM_014827	ENST00000367210	O75152
25659	ZC3H11B	643136	ENSG00000215817		NM_001355457	ENST00000651890	A0A1B0GTU1
56304	ZC3H11C	441155	ENSG00000214558		NM_001271675	ENST00000398578	P0DQW0
26665	ZC3H11D	160419	ENSG00000165805	uc001tam.2	NM_152589	ENST00000298699	Q8NA57
26259	ZC3H12A	80149	ENSG00000163874	uc001cbb.5	NM_025079	ENST00000373087	Q5D1E8
17407	ZC3H12B	340554	ENSG00000102053	uc010nko.3	NM_001010888	ENST00000338957	Q5HYM0
29362	ZC3H12C	85463	ENSG00000149289	uc010rwd.3	NM_033390	ENST00000278590	Q9C0D7
21175	ZC3H12D	340152	ENSG00000178199	uc010kid.4	NM_207360	ENST00000409806	A2A288
20368	ZC3H13	23091	ENSG00000123200	uc001vas.3	NM_015070	ENST00000679008	Q5T200
20509	ZC3H14	79882	ENSG00000100722	uc001xww.4	NM_024824	ENST00000251038	Q6PJT7
29528	ZC3H15	55854	ENSG00000065548	uc002upo.4	NM_018471	ENST00000337859	Q8WU90
25091	ZC3H18	124245	ENSG00000158545	uc002fky.4	NM_144604	ENST00000301011	Q86VM9
33799	ZC3H18-DT	400555			NR_146877		
23721	ZC3HAV1	56829	ENSG00000105939	uc003vun.4	NM_020119	ENST00000242351	Q7Z2W4
22423	ZC3HAV1L	92092	ENSG00000146858	uc003vum.1	NM_080660	ENST00000275766	Q96H79
29913	ZC3HC1	51530	ENSG00000091732	uc003vpi.4	NM_016478	ENST00000358303	Q86WB0
24931	ZC4H2	55906	ENSG00000126970	uc004dvu.4	NM_018684	ENST00000374839	Q9NQZ6
22916	ZCCHC2	54877	ENSG00000141664	uc002lip.5	NM_017742	ENST00000269499	Q9C0B9
16230	ZCCHC3	85364	ENSG00000247315	uc032oxz.2	NM_033089	ENST00000500893	Q9NUD5
22917	ZCCHC4	29063	ENSG00000168228	uc003grl.5	NM_001318148	ENST00000302874	Q9H5U6
26209	ZCCHC7	84186	ENSG00000147905	uc003zzq.4	NM_032226	ENST00000336755	Q8N3Z6
25265	ZCCHC8	55596	ENSG00000033030	uc284ngs.1	NM_017612	ENST00000633063	Q6NZY4
25424	ZCCHC9	84240	ENSG00000131732	uc063ezn.1	NM_032280	ENST00000407610	Q8N567
25954	ZCCHC10	54819	ENSG00000155329	uc003kyg.4	NM_017665	ENST00000509437	Q8TBK6
59144	ZCCHC10-AS1		ENSG00000287054				
56594	ZCCHC10P1	101929598	ENSG00000213155				
56595	ZCCHC10P2	100421071	ENSG00000249744		NG_024581		
27273	ZCCHC12	170261	ENSG00000174460	uc004equ.4	NM_173798	ENST00000310164	Q6PEW1
31749	ZCCHC13	389874	ENSG00000187969	uc004ebs.5	NM_203303	ENST00000339534	Q8WW36
24134	ZCCHC14	23174	ENSG00000140948	uc002fjz.2	NM_015144	ENST00000671377	Q8WYQ9
52996	ZCCHC14-DT	101928737	ENSG00000288568		NR_110943		
30246	ZCCHC17	51538	ENSG00000121766	uc001bsp.3	NM_016505	ENST00000344147	Q9NP64
32459	ZCCHC18	644353	ENSG00000166707	uc011msh.4	NM_001143978	ENST00000650639	P0CG32
26911	ZCCHC24	219654	ENSG00000165424	uc001kak.4	NM_153367	ENST00000372336	Q8N2G6
29620	ZCRB1	85437	ENSG00000139168	uc001rmz.4	NM_033114	ENST00000266529	Q8TBF4
54987	ZCRB1P1	100131556	ENSG00000224208		NG_022609		
23486	ZCWPW1	55063	ENSG00000078487	uc003uut.5	NM_017984	ENST00000684423	Q9H0M4
23574	ZCWPW2	152098	ENSG00000206559	uc003ceh.4	NM_001040432	ENST00000383768	Q504Y3
29313	ZDBF2	57683	ENSG00000204186	uc002vbp.4	NM_020923	ENST00000374423	Q9HCK1
17916	ZDHHC1	29800	ENSG00000159714	uc010vjm.3	NM_013304	ENST00000565726	Q8WTX9
56630	ZDHHC1P1	127566426	ENSG00000226345		NG_148570		
18469	ZDHHC2	51201	ENSG00000104219	uc003wxe.4	NM_016353	ENST00000262096	Q9UIJ5
18470	ZDHHC3	51304	ENSG00000163812	uc003cog.4	NM_016598	ENST00000424952	Q9NYG2
18471	ZDHHC4	55146	ENSG00000136247	uc064bil.1	NM_018106	ENST00000335965	Q9NPG8
39443	ZDHHC4P1	100420920	ENSG00000238025		NG_024919		
18472	ZDHHC5	25921	ENSG00000156599	uc001nkx.2	NM_015457	ENST00000287169	Q9C0B5
19160	ZDHHC6	64429	ENSG00000023041	uc001kzv.3	NM_022494	ENST00000369405	Q9H6R6
18459	ZDHHC7	55625	ENSG00000153786	uc002fiq.3	NM_017740	ENST00000313732	Q9NXF8
18474	ZDHHC8	29801	ENSG00000099904	uc002zrq.4	NM_013373	ENST00000334554	Q9ULC8
26461	ZDHHC8BP	150244	ENSG00000133519		NR_003950		
18475	ZDHHC9	51114	ENSG00000188706	uc004euw.4	NM_016032	ENST00000357166	Q9Y397
19158	ZDHHC11	79844	ENSG00000188818	uc011cma.2	NM_024786	ENST00000283441	Q9H8X9
32962	ZDHHC11B	653082	ENSG00000206077	uc063bxb.1	NM_001351303	ENST00000508859	P0C7U3
19159	ZDHHC12	84885	ENSG00000160446	uc004bvy.4	NM_032799	ENST00000372663	Q96GR4
55873	ZDHHC12-DT	100506100	ENSG00000223478		NR_046240		
18413	ZDHHC13	54503	ENSG00000177054	uc001mpi.4	NM_019028	ENST00000446113	Q8IUH4
20341	ZDHHC14	79683	ENSG00000175048	uc003qqt.4	NM_153746	ENST00000359775	Q8IZN3
20342	ZDHHC15	158866	ENSG00000102383	uc004ecg.4	NM_144969	ENST00000373367	Q96MV8
20714	ZDHHC16	84287	ENSG00000171307	uc001knj.5	NM_032327	ENST00000393760	Q969W1
18412	ZDHHC17	23390	ENSG00000186908	uc001syk.2	NM_015336	ENST00000426126	Q8IUH5
20712	ZDHHC18	84243	ENSG00000204160	uc001bnb.4	NM_032283	ENST00000374142	Q9NUE0
20713	ZDHHC19	131540	ENSG00000163958	uc003fwc.4	NM_144637	ENST00000296326	Q8WVZ1
20749	ZDHHC20	253832	ENSG00000180776	uc001uoa.4	NM_153251	ENST00000400590	Q5W0Z9
39900	ZDHHC20-IT1	100874367	ENSG00000236953	uc058vvu.1			
33456	ZDHHC20P1	100048907	ENSG00000233916		NG_029279		
33457	ZDHHC20P2	100048908	ENSG00000223702		NG_029280		
39775	ZDHHC20P3	100874348	ENSG00000255460		NG_032357		
39776	ZDHHC20P4	730239	ENSG00000232380		NG_011414		
20750	ZDHHC21	340481	ENSG00000175893	uc003zlh.3	NM_178566	ENST00000380916	Q8IVQ6
20106	ZDHHC22	283576	ENSG00000177108	uc010asp.3	NM_174976	ENST00000319374	Q8N966
28654	ZDHHC23	254887	ENSG00000184307	uc003eau.4	NM_173570	ENST00000638807	Q8IYP9
27387	ZDHHC24	254359	ENSG00000174165	uc001oin.2	NM_207340	ENST00000310442	Q6UX98
11642	ZEB1	6935	ENSG00000148516	uc001ivs.5	NM_030751	ENST00000424869	P37275
42354	ZEB1-AS1	220930	ENSG00000237036	uc057soa.1	NR_024284		
14881	ZEB2	9839	ENSG00000169554	uc002tvu.4	NM_014795	ENST00000627532	O60315
37149	ZEB2-AS1	100303491	ENSG00000238057	uc061ohe.1	NR_040248		
33346	ZEB2P1	100420926	ENSG00000249506		NG_025087		
53967	ZEBTR	113391337	ENSG00000289412				
30960	ZER1	10444	ENSG00000160445	uc004bwa.3	NM_006336	ENST00000291900	Q7Z7L7
25858	ZFAND1	79752	ENSG00000104231	uc003ycj.3	NM_024699	ENST00000220669	Q8TCF1
28073	ZFAND2A	90637	ENSG00000178381	uc003skc.4	NM_182491	ENST00000316495	Q8N6M9
41187	ZFAND2A-DT	101927021	ENSG00000229043		NR_110065		
56472	ZFAND2AP1	127379714	ENSG00000243945		NG_115711		
56473	ZFAND2AP2	127379733	ENSG00000275002		NG_115719		
25206	ZFAND2B	130617	ENSG00000158552	uc031rri.1	NM_138802	ENST00000289528	Q8WV99
18019	ZFAND3	60685	ENSG00000156639	uc003onx.4	NM_021943	ENST00000287218	Q9H8U3
55841	ZFAND3-DT	107986593	ENSG00000225945		XR_001744107		
23504	ZFAND4	93550	ENSG00000172671	uc001jcm.6	NM_174890	ENST00000344646	Q86XD8
13008	ZFAND5	7763	ENSG00000107372	uc031ted.1	NM_001102420	ENST00000376962	O76080
30164	ZFAND6	54469	ENSG00000086666	uc002bfe.2	NM_019006	ENST00000261749	Q6FIF0
42978	ZFAND6P1	100631382	ENSG00000244213		NG_029329		
33101	ZFAS1	441951	ENSG00000177410	uc061xqc.1	NR_003604		
19899	ZFAT	57623	ENSG00000066827	uc003yup.4	NM_001029939	ENST00000377838	Q9P243
33992	ZFAT-AS1	594840	ENSG00000248492	uc003yus.1	NR_002438		
28328	ZFC3H1	196441	ENSG00000133858	uc001swo.4	NM_144982	ENST00000378743	O60293
20152	ZFHX2	85446	ENSG00000136367	uc010tno.2	NM_014894	ENST00000419474	Q9C0A1
52658	ZFHX2-AS1	109729160	ENSG00000157306				
777	ZFHX3	463	ENSG00000140836	uc002fck.4	NM_006885	ENST00000268489	Q15911
56033	ZFHX3-AS1	101927978	ENSG00000259768		NR_171702		
58537	ZFHX3-AS2		ENSG00000260848				
58538	ZFHX3-AS3	124903716	ENSG00000261227		NR_201326		
30939	ZFHX4	79776	ENSG00000091656	uc003yau.3	NM_024721	ENST00000651372	Q86UP3
44165	ZFHX4-AS1	100192378	ENSG00000253661	uc003yas.5	NR_024360		
23328	ZFP1	162239	ENSG00000184517	uc002fdq.4	NM_153688	ENST00000570010	Q6P2D0
26138	ZFP2	80108	ENSG00000198939	uc003mjn.2	NM_030613	ENST00000361362	Q6ZN57
12861	ZFP3	124961	ENSG00000180787	uc002gaq.4	NM_153018	ENST00000318833	Q96NJ6
55340	ZFP3-DT	119139902	ENSG00000262693		NR_186458		
29312	ZFP14	57677	ENSG00000142065	uc010eex.3	NM_020917	ENST00000270001	Q9HCL3
58566	ZFP14-AS1		ENSG00000266973				
17801	ZFP28	140612	ENSG00000196867	uc002qnj.4	NM_020828	ENST00000301318	Q8NHY6
55297	ZFP28-DT	101928982	ENSG00000267421		NR_183966		
29555	ZFP30	22835	ENSG00000120784	uc002ogx.2	NM_014898	ENST00000684514	Q9Y2G7
12862	ZFP36	7538	ENSG00000128016	uc002olh.3	NM_003407	ENST00000597629	P26651
1107	ZFP36L1	677	ENSG00000185650	uc001xki.3	NM_001244698	ENST00000439696	Q07352
1108	ZFP36L2	678	ENSG00000152518	uc002rsv.5	NM_006887	ENST00000282388	P47974
12863	ZFP37	7539	ENSG00000136866	uc011lwz.3	NM_003408	ENST00000374227	Q9Y6Q3
26786	ZFP41	286128	ENSG00000181638	uc064qwy.1	NM_173832	ENST00000330701	Q8N8Y5
30949	ZFP42	132625	ENSG00000179059	uc003izh.2	NM_174900	ENST00000326866	Q96MM3
18791	ZFP57	346171	ENSG00000204644	uc011dlw.2	NM_001109809	ENST00000376883	Q9NU63
23241	ZFP62	643836	ENSG00000196670	uc011dhe.3	NM_152283	ENST00000502412	Q8NB50
15940	ZFP64	55734	ENSG00000020256	uc002xwk.4	NM_018197	ENST00000216923	Q9NTW7
19820	ZFP64P1	319123	ENSG00000258491		NG_002504		
24708	ZFP69	339559	ENSG00000187815	uc009vwb.4	NM_198494	ENST00000372706	Q49AA0
28053	ZFP69B	65243	ENSG00000187801	uc001cfn.3	NM_023070	ENST00000361584	Q9UJL9
58138	ZFP69B-DT		ENSG00000284677				
28682	ZFP82	284406	ENSG00000181007	uc002ody.2	NM_133466	ENST00000392161	Q8N141
23329	ZFP90	146198	ENSG00000184939	uc010cff.4	NM_133458	ENST00000563169	Q8TF47
14983	ZFP91	80829	ENSG00000186660	uc001nmx.5	NM_053023	ENST00000316059	Q96JP5
33441	ZFP91-CNTF	386607	ENSG00000255073	uc058bpo.1	NR_024091		
54652	ZFP91P1	100131832	ENSG00000274010		NG_008366		
12865	ZFP92	139735	ENSG00000189420	uc011myo.3	NM_001136273	ENST00000338647	A6NM28
12868	ZFPL1	7542	ENSG00000162300	uc001ocq.2	NM_006782	ENST00000294258	O95159
19762	ZFPM1	161882	ENSG00000179588	uc002fkv.4	NM_153813	ENST00000319555	Q8IX07
55351	ZFPM1-AS1	100128882	ENSG00000261744		NR_148997		
16700	ZFPM2	23414	ENSG00000169946	uc003ymd.4	NM_001362836	ENST00000407775	Q8WW38
50698	ZFPM2-AS1	102723356	ENSG00000251003		NR_125796		
17277	ZFR	51663	ENSG00000056097	uc003jhr.2	NM_016107	ENST00000265069	Q96KR1
59024	ZFR-AS1		ENSG00000301647				
29189	ZFR2	23217	ENSG00000105278	uc002lyw.3	NM_015174	ENST00000262961	Q9UPR6
38030	ZFRP1	100129438	ENSG00000234570		NG_023000		
28449	ZFTA	65998	ENSG00000188070	uc010rmv.3	NM_001144936	ENST00000433688	C9JLR9
17806	ZFTRAF1	50626	ENSG00000187954	uc003zcv.3	NM_032687	ENST00000530374	P0DTL6
12869	ZFX	7543	ENSG00000005889	uc004dbd.3	NM_003410	ENST00000304543	P17010
40617	ZFX-AS1	100873922	ENSG00000234230	uc031thb.1	NR_046657		
12870	ZFY	7544	ENSG00000067646	uc065cpg.1	NM_003411	ENST00000155093	P08048
38798	ZFY-AS1	107987337	ENSG00000233070	uc065cpj.1	NR_144458		
13180	ZFYVE1	53349	ENSG00000165861	uc001xnm.5	NM_021260	ENST00000556143	Q9HBF4
6775	ZFYVE9	9372	ENSG00000157077	uc001cto.5	NM_007324	ENST00000287727	O95405
33359	ZFYVE9P1	100289259	ENSG00000229562		NG_022707		
39046	ZFYVE9P2	100420972	ENSG00000214843		NG_023679		
20756	ZFYVE16	9765	ENSG00000039319	uc003kgq.6	NM_014733	ENST00000505560	Q7Z3T8
20758	ZFYVE19	84936	ENSG00000166140	uc001zmt.2	NM_032850	ENST00000355341	Q96K21
20760	ZFYVE21	79038	ENSG00000100711	uc001yoc.4	NM_024071	ENST00000311141	Q9BQ24
20761	ZFYVE26	23503	ENSG00000072121	uc001xka.2	NM_015346	ENST00000347230	Q68DK2
26559	ZFYVE27	118813	ENSG00000155256	uc001kom.3	NM_144588	ENST00000684270	Q5T4F4
29334	ZFYVE28	57732	ENSG00000159733	uc003gex.3	NM_001172659	ENST00000290974	Q9HCC9
58711	ZFYVE28-AS1		ENSG00000251148				
30961	ZG16	653808	ENSG00000174992	uc002dtr.5	NM_152338	ENST00000400752	O60844
30456	ZG16B	124220	ENSG00000162078	uc002cru.4	NM_145252	ENST00000382280	Q96DA0
37245	ZGLP1	100125288	ENSG00000220201	uc002mnw.5	NM_001103167	ENST00000707000	P0C6A0
15948	ZGPAT	84619	ENSG00000197114	uc002ygi.3	NM_181484	ENST00000355969	Q8N5A5
25654	ZGRF1	55345	ENSG00000138658		NM_018392	ENST00000505019	Q86YA3
12871	ZHX1	11244	ENSG00000165156	uc003yqe.4	NM_001017926	ENST00000395571	Q9UKY1
42975	ZHX1-C8orf76	100533106	ENSG00000259305	uc064pxh.1	NM_001204180		Q96EF9
18513	ZHX2	22882	ENSG00000178764	uc003ypk.2	NM_014943	ENST00000314393	Q9Y6X8
58136	ZHX2-AS1	124902012	ENSG00000272384		NR_201254		
15935	ZHX3	23051	ENSG00000174306	uc002xju.2	NM_015035	ENST00000683867	Q9H4I2
12872	ZIC1	7545	ENSG00000152977	uc003ewe.4	NM_003412	ENST00000282928	Q15915
12873	ZIC2	7546	ENSG00000043355	uc001von.4	NM_007129	ENST00000376335	O95409
12874	ZIC3	7547	ENSG00000156925	uc004fak.4	NM_001330661	ENST00000287538	O60481
20393	ZIC4	84107	ENSG00000174963	uc003ewd.3	NM_001168378	ENST00000383075	Q8N9L1
40920	ZIC4-AS1	100873950	ENSG00000241202	uc062ott.1	NR_046703		
20322	ZIC5	85416	ENSG00000139800	uc001vom.2	NM_033132	ENST00000267294	Q96T25
33104	ZIK1	284307	ENSG00000171649	uc002qpg.4	NM_001010879	ENST00000597850	Q3SY52
38031	ZIK1P1	100131493	ENSG00000237426		NG_033796		
12875	ZIM2	23619	ENSG00000269699	uc010etp.4	NM_001146326	ENST00000629319	Q9NZV7
51304	ZIM2-AS1	101929059	ENSG00000269793		NR_110744		
16366	ZIM3	114026	ENSG00000141946	uc002qnz.1	NM_052882	ENST00000269834	Q96PE6
13101	ZKSCAN1	7586	ENSG00000106261	uc003usk.3	NM_003439	ENST00000324306	P17029
25677	ZKSCAN2	342357	ENSG00000155592	uc002dod.5	NM_001012981	ENST00000328086	Q63HK3
53912	ZKSCAN2-DT	112577464	ENSG00000274925		NR_170220		
13853	ZKSCAN3	80317	ENSG00000189298	uc003nle.4	NM_024493	ENST00000252211	Q9BRR0
13854	ZKSCAN4	387032	ENSG00000187626	uc003nks.2	NM_019110	ENST00000377294	Q969J2
12867	ZKSCAN5	23660	ENSG00000196652	uc003uqv.4	NM_014569	ENST00000326775	Q9Y2L8
12955	ZKSCAN7	55888	ENSG00000196345	uc003cnj.5	NM_018651	ENST00000426540	Q9P0L1
53964	ZKSCAN7-AS1	112840933	ENSG00000236869		NR_157564		
49867	ZKSCAN7P1	100419827	ENSG00000256138		NG_050635		
12983	ZKSCAN8	7745	ENSG00000198315	uc003nkn.3	NM_001278119	ENST00000330236	Q15776
18777	ZKSCAN8P1	651302	ENSG00000226314		NR_103448		
42862	ZKSCAN8P2	222701	ENSG00000218016		NG_006136		
29377	ZMAT1	84460	ENSG00000166432	uc011mrl.3	NM_001011657	ENST00000651725	Q5H9K5
26433	ZMAT2	153527	ENSG00000146007	uc003lgy.2	NM_144723	ENST00000274712	Q96NC0
29983	ZMAT3	64393	ENSG00000172667	uc003fjg.5	NM_152240	ENST00000311417	Q9HA38
25844	ZMAT4	79698	ENSG00000165061	uc003xnr.5	NM_024645	ENST00000297737	Q9H898
28046	ZMAT5	55954	ENSG00000100319	uc003agn.4	NM_019103	ENST00000344318	Q9UDW3
16493	ZMIZ1	57178	ENSG00000108175	uc001kaf.3	NM_020338	ENST00000334512	Q9ULJ6
27433	ZMIZ1-AS1	283050	ENSG00000224596	uc001jzz.4	NR_024431		
22229	ZMIZ2	83637	ENSG00000122515	uc003tlr.4	NM_031449	ENST00000309315	Q8NF64
12877	ZMPSTE24	10269	ENSG00000084073	uc001cfg.5	NM_005857	ENST00000372759	O75844
55402	ZMPSTE24-DT	120017338	ENSG00000259943				
26253	ZMYM1	79830	ENSG00000197056	uc031txc.2	NM_024772	ENST00000359858	Q5SVZ6
12989	ZMYM2	7750	ENSG00000121741	uc031zxu.1	NM_003453	ENST00000610343	Q9UBW7
13054	ZMYM3	9203	ENSG00000147130	uc004dzh.3	NM_201599	ENST00000314425	Q14202
13055	ZMYM4	9202	ENSG00000146463	uc001byt.3	NM_005095	ENST00000314607	Q5VZL5
40624	ZMYM4-AS1	100861513	ENSG00000227409	uc057eru.1	NR_046659		
13029	ZMYM5	9205	ENSG00000132950	uc010tcn.1	NM_014242	ENST00000337963	Q9UJ78
13050	ZMYM6	9204	ENSG00000163867	uc001byh.4	NM_007167	ENST00000357182	O95789
9397	ZMYND8	23613	ENSG00000101040	uc061xnt.1	NM_183047	ENST00000471951	Q9ULU4
19412	ZMYND10	51364	ENSG00000004838	uc003dag.2	NM_015896	ENST00000231749	O75800
40890	ZMYND10-AS1	100874210	ENSG00000235058	uc062kef.1			
16966	ZMYND11	10771	ENSG00000015171	uc010pzu.3	NM_006624	ENST00000381604	Q15326
21192	ZMYND12	84217	ENSG00000066185	uc001chj.4	NM_032257	ENST00000372565	Q9H0C1
20997	ZMYND15	84225	ENSG00000141497	uc002fyv.4	NM_032265	ENST00000433935	Q9H091
21146	ZMYND19	116225	ENSG00000165724	uc004cno.2	NM_138462	ENST00000298585	Q96E35
44540	ZMYND19P1	100421055	ENSG00000258917		NG_027392		
12991	ZNF2	7549	ENSG00000275111	uc032nuy.2	NM_021088	ENST00000614034	Q9BSG1
13089	ZNF3	7551	ENSG00000166526	uc031syk.2	NM_017715	ENST00000299667	P17036
13139	ZNF7	7553	ENSG00000147789	uc003zeh.4	NM_003416	ENST00000532777	P17097
13154	ZNF8	7554	ENSG00000278129	uc002qry.2	NM_021089	ENST00000621650	P17098
55280	ZNF8-DT	105372482	ENSG00000268516		NR_187489		
56757	ZNF8-ERVK3-1	108903150	ENSG00000267216		NR_144447		
12879	ZNF10	7556	ENSG00000256223	uc001ulq.4	NM_015394	ENST00000248211	P21506
12902	ZNF12	7559	ENSG00000164631	uc003sqt.3	NM_016265	ENST00000405858	P17014
12924	ZNF14	7561	ENSG00000105708	uc002nnk.2	NM_021030	ENST00000344099	P17017
12947	ZNF16	7564	ENSG00000170631	uc003zet.3	NM_006958	ENST00000394909	P17020
12958	ZNF17	7565	ENSG00000186272	uc002qoo.2	NM_006959	ENST00000307658	P17021
12969	ZNF18	7566	ENSG00000154957	uc002gnh.2	NM_001303282	ENST00000580306	P17022
12981	ZNF19	7567	ENSG00000157429	uc002fam.2	NM_006961	ENST00000288177	P17023
12992	ZNF20	7568	ENSG00000132010	uc002mtf.3	NM_021143	ENST00000334213	P17024
13012	ZNF22	7570	ENSG00000165512	uc001jbw.4	NM_006963	ENST00000298299	P17026
